영상번호,장면명,갈래,단어,레벨,원래레벨,보정
S1-145,벽체 단면 공방,집의 구조,brick,레벨2,레벨2,
S1-145,벽체 단면 공방,집의 구조,ceiling,레벨1,레벨2,O
S1-145,벽체 단면 공방,집의 구조,cottage,레벨2,레벨2,
S1-145,벽체 단면 공방,집의 구조,fence,레벨2,레벨1,O
S1-145,벽체 단면 공방,집의 구조,frame,레벨2,레벨1,O
S1-145,벽체 단면 공방,집의 구조,bin,레벨2,레벨2,
S1-145,벽체 단면 공방,집의 구조,cable,레벨2,레벨2,
S1-146,차고와 거실 단면,집의 구조,garage,레벨2,레벨1,O
S1-146,차고와 거실 단면,집의 구조,livingroom,레벨2,레벨1,O
S1-146,차고와 거실 단면,집의 구조,roof,레벨1,레벨1,
S1-146,차고와 거실 단면,집의 구조,shelf,레벨2,레벨1,O
S1-146,차고와 거실 단면,집의 구조,carpet,레벨2,레벨2,
S1-146,차고와 거실 단면,집의 구조,pet,레벨2,레벨1,O
S1-146,차고와 거실 단면,집의 구조,fur,레벨2,레벨2,
S1-147,물 쓰는 층계집,집의 구조,shower,레벨1,레벨1,
S1-147,물 쓰는 층계집,집의 구조,stairs,레벨2,레벨1,O
S1-147,물 쓰는 층계집,집의 구조,toilet,레벨2,레벨1,O
S1-147,물 쓰는 층계집,집의 구조,villa,레벨2,레벨2,
S1-147,물 쓰는 층계집,집의 구조,boot,레벨2,레벨2,
S1-147,물 쓰는 층계집,집의 구조,dump,레벨2,레벨2,
S1-148,현관 정리 장치,살림 도구,bar,레벨2,레벨1,O
S1-148,현관 정리 장치,살림 도구,bench,레벨1,레벨1,
S1-148,현관 정리 장치,살림 도구,blanket,레벨2,레벨1,O
S1-148,현관 정리 장치,살림 도구,chain,레벨2,레벨1,O
S1-148,현관 정리 장치,살림 도구,furniture,레벨2,레벨1,O
S1-148,현관 정리 장치,살림 도구,iron,레벨2,레벨2,
S1-148,현관 정리 장치,살림 도구,lid,레벨2,레벨2,
S1-149,수선 작업벽,살림 도구,lamp,레벨1,레벨1,
S1-149,수선 작업벽,살림 도구,lock,레벨2,레벨1,O
S1-149,수선 작업벽,살림 도구,mess,레벨2,레벨2,
S1-149,수선 작업벽,살림 도구,microwave,레벨2,레벨2,
S1-149,수선 작업벽,살림 도구,mirror,레벨1,레벨1,
S1-149,수선 작업벽,살림 도구,oven,레벨2,레벨1,O
S1-149,수선 작업벽,살림 도구,pin,레벨1,레벨2,O
S1-149,수선 작업벽,살림 도구,pipe,레벨1,레벨2,O
S1-150,세탁 급수 선반,살림 도구,sheet,레벨1,레벨2,O
S1-150,세탁 급수 선반,살림 도구,string,레벨2,레벨1,O
S1-150,세탁 급수 선반,살림 도구,tank,레벨2,레벨2,
S1-150,세탁 급수 선반,살림 도구,tap,레벨2,레벨1,O
S1-150,세탁 급수 선반,살림 도구,towel,레벨2,레벨1,O
S1-150,세탁 급수 선반,살림 도구,tray,레벨2,레벨2,
S1-150,세탁 급수 선반,살림 도구,wire,레벨2,레벨2,
S1-151,수도 교통 모형,도시의 건물,capital,레벨1,레벨1,
S1-151,수도 교통 모형,도시의 건물,cinema,레벨2,레벨1,O
S1-151,수도 교통 모형,도시의 건물,hall,레벨1,레벨1,
S1-151,수도 교통 모형,도시의 건물,hotel,레벨1,레벨1,
S1-151,수도 교통 모형,도시의 건물,prison,레벨2,레벨2,
S1-151,수도 교통 모형,도시의 건물,cycle,레벨2,레벨2,
S1-152,문화 언덕의 저녁,도시의 건물,museum,레벨2,레벨1,O
S1-152,문화 언덕의 저녁,도시의 건물,opera,레벨2,레벨1,O
S1-152,문화 언덕의 저녁,도시의 건물,palace,레벨2,레벨1,O
S1-152,문화 언덕의 저녁,도시의 건물,post,레벨1,레벨1,
S1-152,문화 언덕의 저녁,도시의 건물,pub,레벨2,레벨2,
S1-153,배움 마을 환승장,도시의 건물,station,레벨1,레벨1,
S1-153,배움 마을 환승장,도시의 건물,studio,레벨2,레벨2,
S1-153,배움 마을 환승장,도시의 건물,theater,레벨2,레벨1,O
S1-153,배움 마을 환승장,도시의 건물,university,레벨2,레벨1,O
S1-153,배움 마을 환승장,도시의 건물,village,레벨1,레벨1,
S1-153,배움 마을 환승장,도시의 건물,helicopter,레벨2,레벨2,
S1-153,배움 마을 환승장,도시의 건물,motor,레벨2,레벨2,
S1-153,배움 마을 환승장,도시의 건물,exit,레벨2,레벨2,
S1-153,배움 마을 환승장,도시의 건물,gear,레벨2,레벨2,
S1-153,배움 마을 환승장,도시의 건물,engine,레벨1,레벨2,O
S1-154,산악 환승 시험장,타고 가기,airport,레벨1,레벨1,
S1-154,산악 환승 시험장,타고 가기,brake,레벨2,레벨1,O
S1-154,산악 환승 시험장,타고 가기,cart,레벨2,레벨1,O
S1-154,산악 환승 시험장,타고 가기,rail,레벨2,레벨2,
S1-154,산악 환승 시험장,타고 가기,seat,레벨1,레벨1,
S1-154,산악 환승 시험장,타고 가기,tour,레벨2,레벨1,O
S1-154,산악 환승 시험장,타고 가기,traffic,레벨2,레벨1,O
S1-155,섬 여행 연결망,타고 가기,flight,레벨2,레벨1,O
S1-155,섬 여행 연결망,타고 가기,gate,레벨1,레벨1,
S1-155,섬 여행 연결망,타고 가기,picnic,레벨1,레벨1,
S1-155,섬 여행 연결망,타고 가기,plane,레벨1,레벨1,
S1-155,섬 여행 연결망,타고 가기,ride,레벨1,레벨1,
S1-155,섬 여행 연결망,타고 가기,transport,레벨2,레벨2,
S1-155,섬 여행 연결망,타고 가기,van,레벨2,레벨2,
S1-155,섬 여행 연결망,타고 가기,vehicle,레벨2,레벨2,
S1-155,섬 여행 연결망,타고 가기,wheel,레벨2,레벨1,O
S1-155,섬 여행 연결망,타고 가기,airline,레벨2,레벨2,
